"filename", "language", "JSON", "Dart", "HTML", "YAML", "Markdown", "Groovy", "Properties", "XML", "Swift", "C++", "comment", "blank", "total"
"c:\sharky\flutter_plant_market\lib\src\features\dash_board\presentation\widgets\item_bottom_nav_bar.dart", "Dart", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\sharky\flutter_plant_market\lib\src\features\home\data\datasources\gallery_datasource.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\sharky\flutter_plant_market\lib\src\features\home\data\datasources\gallery_datasource_impl.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"c:\sharky\flutter_plant_market\lib\src\features\home\data\datasources\location_datasouce_impl.dart", "Dart", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\sharky\flutter_plant_market\lib\src\features\home\data\datasources\location_datasource.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\sharky\flutter_plant_market\lib\src\features\home\data\datasources\weather_datasource.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\sharky\flutter_plant_market\lib\src\features\home\data\datasources\weather_datasource_impl.dart", "Dart", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\sharky\flutter_plant_market\lib\src\features\home\data\enum\topic_symbol.dart", "Dart", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\sharky\flutter_plant_market\lib\src\features\home\data\mock\list_post_mock.dart", "Dart", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 55
"c:\sharky\flutter_plant_market\lib\src\features\home\data\mock\post_model.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\sharky\flutter_plant_market\lib\src\features\home\data\models\weather_model.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\sharky\flutter_plant_market\lib\src\features\home\data\models\weather_model.g.dart", "Dart", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 84
"c:\sharky\flutter_plant_market\lib\src\features\home\data\repositories_impl\gallery_repository_impl.dart", "Dart", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\sharky\flutter_plant_market\lib\src\features\home\data\repositories_impl\location_repository_impl.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\sharky\flutter_plant_market\lib\src\features\home\data\repositories_impl\weather_repository_impl.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\entities\weather_entity.dart", "Dart", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 89
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\entities\weather_entity.g.dart", "Dart", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 146
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\repositories\gallery_repository.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\repositories\location_repository.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\repositories\weather_repository.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\use_cases\gallery_usecase.dart", "Dart", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 64
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\use_cases\location_use_case.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\sharky\flutter_plant_market\lib\src\features\home\domain\use_cases\weather_use_case.dart", "Dart", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 48
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\bloc\home_page_bloc.dart", "Dart", 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 139
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\bloc\home_page_event.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 45
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\bloc\home_page_state.dart", "Dart", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 69
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\pages\home_page.dart", "Dart", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 102
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\pages\part_home_page.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\create_community_form.dart", "Dart", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 55
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\create_community_post_modal.dart", "Dart", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\gallery_modal.dart", "Dart", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 160
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\item_post.dart", "Dart", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 93
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\list_post_home_page.dart", "Dart", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\part_home_page_widget.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\plant_identity_modal.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\popular_topic_button.dart", "Dart", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 134
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\row_topic_button.dart", "Dart", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 96
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\search_bar_button.dart", "Dart", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 50
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\shake_animation_home_page.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\topic_button.dart", "Dart", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 117
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\weather_background.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\sharky\flutter_plant_market\lib\src\features\home\presentation\widgets\weather_home_page.dart", "Dart", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 120
"c:\sharky\flutter_plant_market\lib\src\features\my_app\data\datasources\local\system_datasource.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\sharky\flutter_plant_market\lib\src\features\my_app\data\datasources\local\system_datasource_impl.dart", "Dart", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\sharky\flutter_plant_market\lib\src\features\my_app\data\models\system_model.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\sharky\flutter_plant_market\lib\src\features\my_app\data\repostioties_impl\system_repository_impl.dart", "Dart", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\sharky\flutter_plant_market\lib\src\features\my_app\domain\entites\system_entity.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\sharky\flutter_plant_market\lib\src\features\my_app\domain\repositories\system_repository.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\sharky\flutter_plant_market\lib\src\features\my_app\domain\use_cases\system_use_case.dart", "Dart", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 61
"c:\sharky\flutter_plant_market\lib\src\features\my_app\presentation\bloc\my_app_bloc.dart", "Dart", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 71
"c:\sharky\flutter_plant_market\lib\src\features\my_app\presentation\bloc\my_app_event.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30
"c:\sharky\flutter_plant_market\lib\src\features\my_app\presentation\bloc\my_app_state.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 43
"c:\sharky\flutter_plant_market\lib\src\features\my_app\presentation\page\my_app.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\sharky\flutter_plant_market\lib\src\features\my_app\presentation\widgets\my_material_app.dart", "Dart", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 87
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\data\datasources\plant_datasource.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\data\datasources\plant_datasource_impl.dart", "Dart", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 72
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\data\models\plant_disease_model.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\data\models\plant_disease_model.g.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 22
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\data\models\plant_special_model.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\data\models\plant_special_model.g.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 22
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\data\repositories_impl\plant_repository_impl.dart", "Dart", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\domain\entities\plant_disease_entity.dart", "Dart", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 90
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\domain\entities\plant_disease_entity.g.dart", "Dart", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 73
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\domain\entities\plant_special_entity.dart", "Dart", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\domain\entities\plant_special_entity.g.dart", "Dart", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 57
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\domain\repositories\plant_repository.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\domain\use_cases\plant_use_case.dart", "Dart", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 73
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\presentation\bloc\popular_topic_bloc.dart", "Dart", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 64
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\presentation\bloc\popular_topic_event.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 43
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\presentation\bloc\popular_topic_state.dart", "Dart", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 49
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\presentation\page\popular_topic_page.dart", "Dart", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 64
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\presentation\widgets\plant_special_item.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\sharky\flutter_plant_market\lib\src\features\popular_topic\presentation\widgets\plant_special_list.dart", "Dart", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\sharky\flutter_plant_market\lib\src\features\search\presentation\bloc\search_bloc.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\sharky\flutter_plant_market\lib\src\features\search\presentation\bloc\search_event.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\sharky\flutter_plant_market\lib\src\features\search\presentation\bloc\search_state.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\sharky\flutter_plant_market\lib\src\features\search\presentation\pages\search_page.dart", "Dart", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\sharky\flutter_plant_market\lib\src\features\search\presentation\widgets\list_search_result.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\sharky\flutter_plant_market\lib\src\features\search\presentation\widgets\search_item.dart", "Dart", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"c:\sharky\flutter_plant_market\lib\src\features\setting\data\datasources\remote\log_out_datasource.dart", "Dart", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\sharky\flutter_plant_market\lib\src\features\setting\data\datasources\remote\log_out_datasource_impl.dart", "Dart", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\sharky\flutter_plant_market\lib\src\features\setting\data\repositories_impl\log_out_repository_impl.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\sharky\flutter_plant_market\lib\src\features\setting\domain\repositories\log_out_repository.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\sharky\flutter_plant_market\lib\src\features\setting\domain\use_cases\log_out_use_cases.dart", "Dart", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\bloc\setting_bloc.dart", "Dart", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\bloc\setting_event.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\bloc\setting_state.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\page\part_setting_page.dart", "Dart", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\page\setting_page.dart", "Dart", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 79
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\delete_account_button.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\log_out_button.dart", "Dart", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 55
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\privacy_button.dart", "Dart", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\setting_button.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 88
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\setting_page_not_logged_in.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\share_friend_button.dart", "Dart", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\theme_language_button.dart", "Dart", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 84
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\title_setting_field.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\user_info_button.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\sharky\flutter_plant_market\lib\src\features\setting\presentation\widgets\version_text.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\data\datasources\remote\music_datasource.dart", "Dart", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\data\datasources\remote\music_datasource_impl.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\data\models\remote_music_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\data\repositories_impl\remote_music_repository_impl.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\domain\repositories\remote_music_repository.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\domain\use_cases\remote_music_use_case.dart", "Dart", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\bloc\shake_animation_bloc.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\bloc\shake_animation_event.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\bloc\shake_animation_state.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\pages\shake_animation_page.dart", "Dart", 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 253
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\widgets\count_down.dart", "Dart", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\widgets\count_down_ring.dart", "Dart", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\widgets\list_wheel_select_time.dart", "Dart", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\sharky\flutter_plant_market\lib\src\features\shake_animation\presentation\widgets\tree_shake_animation.dart", "Dart", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 83
"c:\sharky\flutter_plant_market\lib\src\features\user\data\datasources\local\image_picker_datasource.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\sharky\flutter_plant_market\lib\src\features\user\data\datasources\local\image_picker_datasource_impl.dart", "Dart", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\sharky\flutter_plant_market\lib\src\features\user\data\datasources\remote\timeline_datasource.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\sharky\flutter_plant_market\lib\src\features\user\data\datasources\remote\timeline_datasource_impl.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 96
"c:\sharky\flutter_plant_market\lib\src\features\user\data\models\plant_model.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\sharky\flutter_plant_market\lib\src\features\user\data\models\plant_model.g.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 23
"c:\sharky\flutter_plant_market\lib\src\features\user\data\models\timeline_model.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\sharky\flutter_plant_market\lib\src\features\user\data\models\timeline_model.g.dart", "Dart", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 26
"c:\sharky\flutter_plant_market\lib\src\features\user\data\repositories_impl\image_picker_repository_impl.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\sharky\flutter_plant_market\lib\src\features\user\data\repositories_impl\timeline_repository_impl.dart", "Dart", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"c:\sharky\flutter_plant_market\lib\src\features\user\domain\entities\plant_entity.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\sharky\flutter_plant_market\lib\src\features\user\domain\entities\timeline_entity.dart", "Dart", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\sharky\flutter_plant_market\lib\src\features\user\domain\repositories\image_picker_repository.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\sharky\flutter_plant_market\lib\src\features\user\domain\repositories\timeline_repository.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"c:\sharky\flutter_plant_market\lib\src\features\user\domain\use_cases\image_picker_use_case.dart", "Dart", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"c:\sharky\flutter_plant_market\lib\src\features\user\domain\use_cases\timeline_use_case.dart", "Dart", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 92
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\bloc\user_bloc.dart", "Dart", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 98
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\bloc\user_event.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 47
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\bloc\user_state.dart", "Dart", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 53
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\page\part_user_page.dart", "Dart", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\page\user_page.dart", "Dart", 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 161
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\add_photo_button.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\create_timeline_button.dart", "Dart", 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 115
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\create_timeline_form.dart", "Dart", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 67
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\create_timeline_modal.dart", "Dart", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 141
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\leaf_plus_button.dart", "Dart", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 87
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\plant_name.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\reminder_section.dart", "Dart", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\separator.dart", "Dart", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\timeline_item.dart", "Dart", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 70
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\timeline_section.dart", "Dart", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 72
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\user_page_not_logged_in.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\sharky\flutter_plant_market\lib\src\features\user\presentation\widgets\zoom_out_create_timeline_button.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\sharky\flutter_plant_market\lib\src\l10n\app_localizations.dart", "Dart", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 347, 88, 554
"c:\sharky\flutter_plant_market\lib\src\l10n\app_localizations_en.dart", "Dart", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 1, 73, 220
"c:\sharky\flutter_plant_market\lib\src\l10n\app_localizations_vi.dart", "Dart", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 1, 73, 220
"c:\sharky\flutter_plant_market\lib\src\router\app_router.dart", "Dart", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 81
"c:\sharky\flutter_plant_market\lib\src\router\router_path.dart", "Dart", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\sharky\flutter_plant_market\lib\src\theme\color_theme.dart", "Dart", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 72
"c:\sharky\flutter_plant_market\lib\src\theme\text_theme.dart", "Dart", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 111
"c:\sharky\flutter_plant_market\lib\src\theme\theme.dart", "Dart", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\sharky\flutter_plant_market\lib\src\theme\theme_manager.dart", "Dart", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"c:\sharky\flutter_plant_market\pubspec.yaml", "YAML", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 12, 16, 97
"c:\sharky\flutter_plant_market\test\plant\plant_test.dart", "Dart", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\sharky\flutter_plant_market\test\shake_animation\music_test.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
